category,id.1,id.2,HH_8_1,HH_8_2,HH_8_3,HH_8_4,HH_8_5,HH_8_6,HH_8_7,HH_8_8,year.diff.squared
Digital Art,2004,2002,0.0506182747492818,0.00106743245291351,0.000405165774141405,8.85895742444171e-05,0.00217553667142278,0.000567916141211289,5.42278901014356e-05,0.000624221725011953,4
Digital Art,2005,2006,5.91577296610633e-05,0.00057539498006935,3.47204066860339e-05,0.000101992213304081,0.000118111794479289,0.000111367869508688,2.83567160255742e-05,3.92306617431881e-08,1
Digital Art,2005,2007,0.000232120486191752,0.00273365037964792,0.000588828666952287,0.000850078978076482,3.60480768280925e-05,4.06430955269701e-05,4.21406570017325e-05,5.24159884652963e-05,4
Digital Art,2005,2001,0.0029546309803229,0.00144956127696821,0.00209096612303454,0.00149961069784166,0.000137096360026444,1.45183184198106e-05,0.000640160227034274,6.48383145066107e-05,16
Digital Art,2005,2003,0.01452395953602,0.000888921771328305,0.000205359000268779,0.000169602549452025,1.25169454861663e-05,0.000279978606552599,7.6437097677467e-06,2.17101018714374e-06,4
Digital Art,2005,2002,0.030831397929355,0.00197774204540097,0.00184169156340287,0.000691953059317694,0.00239461176552075,0.000321280692687586,0.00031676392008355,0.00111516867574638,9
Digital Art,2006,2007,5.69133637872701e-05,0.00080071626989346,0.000337581447603634,0.000363169038362621,2.36577174294736e-05,1.7454880683047e-05,0.000139634067878283,4.95872484762713e-05,1
Digital Art,2006,2001,0.00384994482168116,0.00385150522388233,0.00266457128236618,0.000819430004002191,7.07096753102328e-07,0.000206306936277741,0.000399051978592272,6.16877802965131e-05,25
Digital Art,2006,2003,0.0127292516051327,0.00289467492318074,0.000408959814414878,8.54998025223725e-06,5.37288337816233e-05,0.000744507181235428,6.54453239772781e-05,1.62656228565935e-06,9
Digital Art,2006,2002,0.0281895073412124,0.00468666260047129,0.00238215609539965,0.00132525995912062,0.00144908472523163,5.43346911373771e-05,0.000155569750814891,0.00112843648231104,16
Digital Art,2007,2001,0.00484304899977341,0.0081644645926186,0.00489900257193859,9.15598926383608e-05,3.25448619037553e-05,0.000103744102321441,0.00101079303038719,6.59888949831996e-07,36
Digital Art,2007,2003,0.0110838553292332,0.0067402644627151,0.00148966237236833,0.000260272383740145,6.08152845895691e-06,0.000533968342565191,1.38894673243822e-05,3.32519903395879e-05,16
Digital Art,2007,2002,0.0257131542868792,0.00936174952671581,0.00451324996626981,0.00307593522800521,0.00184305062221374,0.00013338195936152,0.000589977203822117,0.00165112439761435,25
Digital Art,2001,2003,0.0305801844349591,6.81997373667972e-05,0.000985754693876103,0.00066057496219942,6.67633769718366e-05,0.000166985065748799,0.000787706745641655,4.32804695750529e-05,4
Digital Art,2001,2002,0.0528748113212133,4.09434567641371e-05,7.90818199567076e-06,0.00422887591798016,0.00138577172813346,0.000472392647834379,5.6302888214944e-05,0.00171780121605302,1
Digital Art,2003,2002,0.00303307132840539,0.00021482825453595,0.000817078306644914,0.00154670377657405,0.0020608731699419,0.00120109834648844,0.000422820057318815,0.0012157478676143,1
Traditional Art,2007,2006,0.0242033243329854,0.000592995923861688,0.000179555427608063,6.48300547593179e-05,3.78756252016743e-05,2.25324776719416e-06,1.88414025358165e-05,2.03106490866257e-08,1
Traditional Art,2007,2005,0.0288745661691219,0.00128295226156622,0.000258866903466578,3.83133132788411e-05,0.000326705494884021,0.000105500089269978,0.000103108045646029,4.22219703882349e-05,4
Traditional Art,2007,2010,0.103751638906637,0.00256851786648282,0.000687530256694311,0.000502547723791682,0.00157331459268517,0.000623781593364023,4.81159935555911e-07,0.00020833766574238,9
Traditional Art,2007,2008,0.0137166554392312,0.000298565375638151,9.70870462038229e-05,0.000113525050206618,0.000457336804788432,8.89758441200398e-07,1.69945639361267e-05,2.60521700642225e-05,1
Traditional Art,2007,2009,0.0700063285471153,0.000514664138054621,0.000133012199387172,8.66339171608958e-05,0.000654975568699049,0.000155908797593761,1.49569648502659e-08,8.18165846797529e-06,4
Traditional Art,2007,2004,0.0924393700160708,0.00593561763608577,0.00114054499426765,0.000248424126987494,0.00135362477840144,0.00013717563618578,0.000122014285017814,0.000618230602166021,9
Traditional Art,2007,2003,0.082788311516381,0.00889936165580588,0.00372600232662805,0.00289352216725799,0.00422429091909583,0.000102458579720081,0.000706795946879121,0.00154874201421106,16
Traditional Art,2007,2002,0.100750587246545,0.0173622885234435,0.00407374241324374,0.00435530322724145,0.0048291248518449,0.0019318720268385,0.000865038436044883,0.0087990372474814,25
Traditional Art,2007,2001,0.225477460061037,0.00448399381845281,0.0142284558563108,0.0151817401589422,0.0167473440436208,0.0108112521696874,0.0199374683995708,0.0366538272178744,36
Traditional Art,2006,2005,0.0002059512539388,0.000131487854416735,7.23347432847432e-06,3.46680714487438e-06,0.000142102582913637,7.69171348983638e-05,3.37973025993769e-05,4.40943670226919e-05,1
Traditional Art,2006,2010,0.228177407163847,0.00562980925498422,0.00156979412806615,0.000928377481889301,0.00209941260097417,0.000701015758235886,2.53444319584724e-05,0.000204243867389303,16
Traditional Art,2006,2008,0.0743610917398567,0.00173310286296455,0.000540706906072887,0.000349934068961519,0.000758437940980952,5.97485805549176e-06,4.76208806067286e-08,2.75273160773549e-05,4
Traditional Art,2006,2009,0.17653549026272,0.00221254690865525,0.000621650543624754,0.000301350350134581,0.00100785982334632,0.000195648104106258,1.99180754616619e-05,7.38667826321976e-06,9
Traditional Art,2006,2004,0.022041636138573,0.00277638911900557,0.000415023531988531,5.9440472454859e-05,0.000938645527200385,0.000104266933156748,4.49615738835936e-05,0.000625337989734461,4
Traditional Art,2006,2003,0.017465050867894,0.00489788908511289,0.00226968008029305,0.00209212546059594,0.00346217239533263,7.43233713906483e-05,0.000494838502400199,0.00155997944669711,9
Traditional Art,2006,2002,0.026191587996762,0.0115378811334056,0.00254278615018719,0.00335739239784227,0.00401164996891422,0.00180217094415794,0.000628548388246238,0.00882579436106829,16
Traditional Art,2006,2001,0.101933647763426,0.00181570775084947,0.0112112651410528,0.0132623998119003,0.015192340356232,0.0105013488553776,0.0187305041606423,0.0367084172278925,25
Traditional Art,2005,2010,0.24209370824934,0.00748205454694217,0.00179014790200362,0.000818380538217374,0.00333391063096706,0.00124234703435783,0.000117676286272535,0.000438138171722816,25
Traditional Art,2005,2008,0.0823938584606585,0.00281933042418039,0.000673019387821583,0.000283740157462074,0.0015571255995492,0.00012576711222146,3.63822112538985e-05,1.94242999657176e-06,9
Traditional Art,2005,2009,0.188800911751177,0.00342278041579177,0.000762998793404582,0.000240172790256273,0.00190684941001255,0.000517911456551582,0.000105606696162433,8.75759702708429e-05,16
Traditional Art,2005,2004,0.0179863656890085,0.00169947067041986,0.000312674853311111,9.16174627827933e-05,0.000350312749919823,2.07612559519449e-06,7.95297347888339e-07,0.000337324646322218,1
Traditional Art,2005,2003,0.0138778772220449,0.00342436861933606,0.00202065062250181,0.00226592130806886,0.00220144406916412,2.22430619046668e-08,0.000269991596841404,0.00107953094122788,4
Traditional Art,2005,2002,0.0217524599658741,0.00920596383661648,0.00227877671979608,0.00357663160315694,0.00264369848348709,0.00113445978085187,0.000370844472488582,0.00762222240118502,9
Traditional Art,2005,2001,0.0929758961467051,0.000969967860250677,0.0106489500271553,0.013694717093808,0.0123958236680432,0.00878078590245989,0.0171730245961238,0.0342080003081893,16
Traditional Art,2010,2008,0.0420196235255582,0.00111566039010637,0.000267895784870457,0.000138362587484877,0.000334143609403473,0.000577553841762307,2.31948508289401e-05,0.000381734985692218,4
Traditional Art,2010,2009,0.0033083113015652,0.000783682899226658,0.000215728727440549,0.00017186795619079,0.000198036364356387,0.000155982003383895,3.26450259684249e-07,0.000133946989203542,1
Traditional Art,2010,2004,0.392055616635938,0.016313294214465,0.00359913052133638,0.00145764003190098,0.00584562237331841,0.00134599615786377,0.000137819724449133,0.00154434461342495,36
Traditional Art,2010,2003,0.371898230541687,0.0210299231141637,0.00761461948377988,0.00580781861668116,0.010953626670295,0.00123185574290611,0.000744159725607357,0.00289314534016482,49
Traditional Art,2010,2002,0.408982431039965,0.0332867561166203,0.00810840348129513,0.00781673433722648,0.011915236411336,0.00475116377602207,0.00090632262714925,0.0117152677330529,64
Traditional Art,2010,2001,0.635128795063229,0.0138399171497343,0.0211713818342215,0.0212086155196769,0.0285868830196999,0.0166288224012876,0.0201338384158538,0.0423889624384749,81
Traditional Art,2008,2009,0.0217470955378089,2.92374430549037e-05,2.82178038536153e-06,1.81462239860195e-06,1.76993207545817e-05,0.000133242565823005,1.80178603189077e-05,6.34331407032116e-05,1
Traditional Art,2008,2004,0.177372848960146,0.00889664045488607,0.00190316083641047,0.000697820351835763,0.00338457199372555,0.000160160930847976,4.79357010374218e-05,0.000390461978861884,16
Traditional Art,2008,2003,0.163901665493921,0.0124580136902342,0.00502599678413316,0.00415332336100407,0.00746150089468618,0.000122444242034034,0.000504594809132642,0.00117305750265493,25
Traditional Art,2008,2002,0.188816717211453,0.0222144363107395,0.00542861738735444,0.00587515116716811,0.00825869080639091,0.00201568100966581,0.000639538043261726,0.00786752163451861,36
Traditional Art,2008,2001,0.35041995114955,0.00709665970942343,0.0166762013218778,0.0179209139394764,0.0227397244123217,0.0110082990373847,0.0187902832841773,0.0347254876767562,49
Traditional Art,2009,2004,0.323334988548982,0.00994590734590742,0.00205254730447156,0.000628465305395976,0.0038917797427382,0.000585569568423229,0.000124731066086666,0.000768653627913323,25
Traditional Art,2009,2003,0.305053705289534,0.0136942978860629,0.00526699714577516,0.00398150948805108,0.00820601105092865,0.000511145493196704,0.000713313679292587,0.00178205721718343,36
Traditional Art,2009,2002,0.33872332567488,0.0238554967175619,0.00567897394156578,0.00567045980027715,0.00904104225091218,0.00318540707194898,0.000872247376463162,0.0093438406259939,49
Traditional Art,2009,2001,0.54675932779971,0.00803691457082839,0.0171128736654409,0.0175620642202054,0.0240262462994653,0.0135637505199512,0.0199720205257338,0.0377572514902702,64
Traditional Art,2004,2003,0.000265978737028838,0.000299064048040393,0.000743600170002184,0.00144628038573635,0.000795403864050623,2.52815646584098e-06,0.000241479993915117,0.000209954774817611,1
Traditional Art,2004,2002,0.000178861065326711,0.00299461519845001,0.000903238107231486,0.00252337891995812,0.0010693073229737,0.00103947343197324,0.00033729262291279,0.00475257746507025,4
Traditional Art,2004,2001,0.0291747696781002,0.000101613046144039,0.00731215429548668,0.0115460888257275,0.00857844397409273,0.00851282488721686,0.0169400879023663,0.0277514448833445,9
Traditional Art,2003,2002,0.000881065616627154,0.00140097563147643,7.75559464589543e-06,0.000148919357613206,2.02262436854965e-05,0.00114452868686897,7.98571954103199e-06,0.00296470709090001,1
Traditional Art,2003,2001,0.0350120564813155,0.00074932481847674,0.00339214248454272,0.00481951614766311,0.00414954789095995,0.00880875892829438,0.0131364758955551,0.0231337508054198,4
Traditional Art,2002,2001,0.0247849414848818,0.00419948156517594,0.00307550275190271,0.00327406925358636,0.00359036144294049,0.00360289320563378,0.0124966832200893,0.00953527039488254,1
