category,id.1,id.2,VH_8_1,VH_8_2,VH_8_3,VH_8_4,VH_8_5,VH_8_6,VH_8_7,VH_8_8,year.diff.squared
Digital Art,2010,2005,0.0024600407918644,0.00868835594931909,0.0104186959262609,0.0080811137654428,0.00866466215268182,0.0049600537338771,0.00157734965579018,0.00515542621746476,25
Digital Art,2010,2006,0.00147377162578085,0.00610604205770986,0.00717896885118145,0.00558522583330434,0.00599475499171505,0.00418090621468372,0.00230230185836766,0.00240596568104687,16
Digital Art,2010,2007,0.00366638391411303,0.000599758592771032,0.000706392029246724,0.00254704258714957,0.00194020393268622,0.00296513397543502,0.00227794948486311,4.70253284118341e-05,9
Digital Art,2010,2001,9.02258978738619e-05,0.00504059593575891,0.00731748296730267,0.0210211467378128,0.00155369670825048,0.000859453624487129,7.53520607127403e-07,0.00945700237467807,81
Digital Art,2010,2003,0.00914687220920827,0.0354787392391413,0.0294357965720372,0.0257830859164336,0.0146626048115335,0.00663727008353399,0.000155095820581509,0.0526236131848774,49
Digital Art,2010,2002,0.00295926331183154,0.0153451311416275,0.0222186068784223,0.00808067260721066,0.00978362775586181,0.00188345875448478,0.000146708555581362,0.00194547774838683,64
Digital Art,2009,2004,1.29721973848173e-06,0.0115435007482861,0.0143779469945335,0.00883286597429414,0.00521388817402141,0.00287699381211814,1.08847154791715e-07,0.0231493261703782,25
Digital Art,2009,2005,0.000795089081371203,0.00995869413148741,0.0118594051859616,0.00626922599815854,0.00451742574336585,0.00273617449108824,0.000396347646837446,0.00901326711957485,16
Digital Art,2009,2006,0.000288600945839703,0.00717799917858086,0.00838280851307695,0.00409827836732531,0.00265775653179622,0.00216603989793032,0.000793826569581851,0.00521104601188446,9
Digital Art,2009,2007,0.00153265970442377,0.000965461428656612,0.0011160222590538,0.00158019464989257,0.000330344317152333,0.00132014866238184,0.000779553724198704,0.000265019825870405,4
Digital Art,2009,2001,0.000141675288480795,0.00601851061191404,0.00853243310828456,0.0180284707808947,0.000183455925508074,0.000125378313858572,0.000427473628154289,0.0144923198033116,64
Digital Art,2009,2003,0.0136985385665624,0.0380015701244396,0.0318256743921534,0.0224563870397564,0.00906625305337433,0.00401325404335401,0.00104078031422267,0.0637740794553131,36
Digital Art,2009,2002,0.00574572877645831,0.0170191259711836,0.0243010543609861,0.00626883743203204,0.00533482014004538,0.000639060192721145,5.92137792353492e-05,0.00452182296059996,49
Digital Art,2004,2005,0.000732155303913439,5.84831526701723e-05,0.000121158035830636,0.000219184594618902,2.49546286827495e-05,1.76666734520501e-06,0.000383320084487864,0.00327307543923193,1
Digital Art,2004,2006,0.000251200421794457,0.000516089864015298,0.000803745103974483,0.000897933042230835,0.000426580474916604,5.03657326453801e-05,0.000775344476631629,0.00639383364584669,4
Digital Art,2004,2007,0.00144477853169067,0.00583219507777295,0.00748245032509564,0.00294107359106153,0.00291944424938682,0.000299420302385298,0.000761239520044192,0.018460547295982,9
Digital Art,2004,2001,0.000170085898318811,0.000891716611492481,0.00075828124376472,0.0016230272928559,0.00344130863925715,0.00180118499127218,0.000441224951356057,0.00100901363080233,9
Digital Art,2004,2003,0.0139664442229033,0.00765611513651689,0.00342101466499852,0.00312159375815609,0.000529442397492741,9.43352459140816e-05,0.00106217633835952,0.0100774046490196,1
Digital Art,2004,2002,0.0059196929910833,0.000529767901037826,0.00129455156614671,0.00021925725634435,6.9321382848044e-07,0.000804174789217938,6.44001263238612e-05,0.00720877833972977,4
Digital Art,2005,2006,0.000125643137104686,0.000227110429872242,0.00030078719510882,0.000229845210012786,0.000245184359914192,3.32666113580451e-05,6.83341336074752e-05,0.000517592199374955,1
Digital Art,2005,2007,0.000119943543981326,0.00472262830833256,0.00569934053880788,0.00155447112283408,0.00240457058239237,0.000255188010145942,6.41922648945773e-05,0.00618720656308496,4
Digital Art,2005,2001,0.00160801536604104,0.000493470528275816,0.000273231836217282,0.0030350950824944,0.00288016914827856,0.00169013154149719,0.00164705433216089,0.000647489926893803,16
Digital Art,2005,2003,0.0210940998871044,0.0090528863753469,0.0048297804320253,0.00499511237279191,0.000784284289314065,0.000121921208250304,0.00272166807863822,0.0248368381965307,4
Digital Art,2005,2002,0.0108155652022616,0.000940287966750661,0.00220778365163637,6.02101096152126e-12,3.39662302606622e-05,0.000730556860259961,0.000761954912036728,0.000766942491536241,9
Digital Art,2006,2007,0.000491107214983019,0.00287845107567965,0.00338151080535459,0.000588845309882929,0.00111409469457939,0.000104180474030633,6.47390549130767e-08,0.00312572075103055,1
Digital Art,2006,2001,0.000834689994015542,5.10369228344639e-05,6.61768774283414e-07,0.00493539180828931,0.00144467218317568,0.00124916213931362,0.00238635800544257,0.00232290030773611,25
Digital Art,2006,2003,0.0179637768792896,0.0121477519665184,0.00754115768696624,0.00736794862558749,0.00190649599536115,0.000282559801632123,0.00365251674573685,0.0325253030646015,9
Digital Art,2006,2002,0.00860976969203077,0.0020916260835755,0.00413838439679662,0.000229770814406693,0.000461666216082978,0.000452034112304884,0.00128665525281555,2.44339790816205e-05,16
Digital Art,2007,2001,0.00260630066988442,0.00216291827453008,0.00347678289620603,0.00893374284114487,2.14441827220166e-05,0.00063184887445302,0.00236156389802733,0.0108377722700303,36
Digital Art,2007,2003,0.0243953017340567,0.0268527341845262,0.0210222736733879,0.0121226465452662,0.00593539227747182,0.000729885807914225,0.0036218269415714,0.0558168379298782,16
Digital Art,2007,2002,0.0132134527495234,0.00987747702076534,0.0150016039787553,0.00155427763996477,0.00301011077315003,0.000122195563259619,0.00126846657081399,0.00259743854454975,25
Digital Art,2001,2003,0.0110540018005269,0.0137735699912554,0.00740053247574333,0.000242873893875792,0.00667036189498912,0.00271993573701245,0.000134228249922236,0.0174639534318917,4
Digital Art,2001,2002,0.00408293430133858,0.00279611586324356,0.00403438187233234,0.00303536545375549,0.00353968629886493,0.00019831382272461,0.000168490430367782,0.00282381176803973,1
Digital Art,2003,2002,0.00170075165561293,0.00415799821001733,0.000506680443963685,0.00499545922532855,0.000491820246709839,0.00144937127536872,0.000603492187081503,0.0343326813217847,1
Traditional Art,2007,2006,0.00162189171089935,0.000878511400684015,0.00117043339670775,0.00148202120731348,0.00161875133783403,0.00133687095738098,0.00140372608362564,0.000223693731637024,1
Traditional Art,2007,2005,0.00187870335264362,0.00279018435038595,0.00198475569677643,0.00199851562195219,0.00382222952957511,0.0036829236645918,0.00284183574982027,0.000138305684990137,4
Traditional Art,2007,2010,0.00127431994790926,0.00738831594861396,0.00914839939602084,0.00948003163812455,0.010576662581787,0.00854538812243301,0.00538911140273249,6.4196483966374e-05,9
Traditional Art,2007,2008,1.57843524818061e-05,0.00121366955681041,0.00230305241581394,0.00160669047951415,0.00256958976245655,0.00301580300073237,0.000639365177897338,2.69926476474712e-05,1
Traditional Art,2007,2009,0.000756898587921468,0.00243077419664404,0.00383868352904248,0.0065521869733461,0.00553910763161991,0.00564791142828161,0.00371890762322425,0.000115483289930112,4
Traditional Art,2007,2004,0.00719451227008394,0.0107693300284136,0.00843275192788619,0.0101454788818241,0.0109804675800862,0.0159063850654329,0.00687610871584382,0.00184824018436889,9
Traditional Art,2007,2003,0.00624696800072947,0.00992207763289703,0.00721103241803199,0.0093239475491209,0.00947755203368603,0.0100463485036142,0.00870280676989231,0.000237705042482032,16
Traditional Art,2007,2002,0.000682669229311096,0.00536971262440522,0.00477361608174813,0.00437571956494542,0.0100397079458179,0.019254018540208,0.0101628312744639,0.00798691449617111,25
Traditional Art,2007,2001,0.0126403800056139,0.0312038789857078,0.0281360972236198,0.0218966263267603,0.0302661440903528,0.088487001828476,0.0951228138663268,0.0207133765129235,36
Traditional Art,2006,2005,9.43285310845338e-06,0.000537428428196252,0.000106894913577593,3.85359374119589e-05,0.00046614854279419,0.000581960156630969,0.000250986027479753,0.000713784093849228,1
Traditional Art,2006,2010,0.00577149179162886,0.0133622055659617,0.0168633242716821,0.0184586141727943,0.0204709167331271,0.0166421647597563,0.012293686963877,0.000527559579990377,16
Traditional Art,2006,2008,0.00195767925369122,0.0041573420091522,0.00675712371085159,0.0061749063431827,0.00826732473137377,0.0083685123238156,0.00393781401398725,9.5276134074906e-05,4
Traditional Art,2006,2009,0.00459473934673798,0.00623193018347965,0.00924842035993999,0.0142665368140941,0.0131466611498875,0.0124804274827662,0.00969224096932404,0.000660629276598501,9
Traditional Art,2006,2004,0.00198450239655958,0.00549610046976258,0.00331988221793112,0.00387229155262113,0.00416722115100696,0.00802050497317674,0.00206624544764532,0.0033579195205956,4
Traditional Art,2006,2003,0.00150272882430437,0.00489579155391355,0.00257111877973163,0.00337137717285005,0.00326258138668529,0.00405364333622242,0.00311615178703763,0.000922584758215464,9
Traditional Art,2006,2002,0.000200074718534746,0.00190433003055536,0.00121659786679904,0.000764643799883201,0.00359575733734246,0.0104439415428039,0.00401253026164583,0.00553731609419134,16
Traditional Art,2006,2001,0.00520659337555547,0.0216109122797425,0.0178293484150054,0.0119854452476439,0.0178858438549786,0.0680711071823566,0.073415817332775,0.0166319790785207,25
Traditional Art,2005,2010,0.006247579267717,0.0192591970862579,0.0196554406589206,0.0201839458897531,0.0271152488292995,0.0234482961255576,0.0160578161163337,1.40480505199248e-05,25
Traditional Art,2005,2008,0.00223889511460947,0.00768426790779589,0.00856378584979221,0.00718905655758244,0.0126596935310238,0.01336415155475,0.00617710212749393,0.000287498768358286,9
Traditional Art,2005,2009,0.00502054463567479,0.0104295315273378,0.0113438917443681,0.0157880081779537,0.018563889145742,0.0184524197479072,0.0130625968423124,1.02825393141544e-06,16
Traditional Art,2005,2004,0.0017202966588215,0.00259622726052683,0.00223534350301985,0.00313824122323134,0.00184586610309995,0.00428153267004886,0.000876955478376363,0.000975364135494264,1
Traditional Art,2005,2003,0.00127404388923645,0.00218906366060108,0.00162951091361402,0.00268902704513089,0.00126227696284842,0.00156375785163111,0.00159839751921961,1.33761525839654e-05,4
Traditional Art,2005,2002,0.000296393138468844,0.000418453148040164,0.000602249066143596,0.000459864921915797,0.00147257620391255,0.00609519876533115,0.00225643977786571,0.0102272531783814,9
Traditional Art,2005,2001,0.00477279703058662,0.0153323833669957,0.0151751807375019,0.0106647602789223,0.0125770603463482,0.0560650298115749,0.0650816197637246,0.0242368130533332,16
Traditional Art,2010,2008,0.00100645440892346,0.00261300424216111,0.00227120272374647,0.00328121724518678,0.00271980829248416,0.00140812121459955,0.00231600561335392,0.000174443754834682,4
Traditional Art,2010,2009,6.70077842740856e-05,0.00134340073033854,0.00113502655013709,0.000269612252593503,0.000807566866985726,0.000298898486143133,0.000154448234808309,7.47499846464676e-06,1
Traditional Art,2010,2004,0.0145246097902777,0.0359977370984109,0.0351477312578461,0.0392397360497642,0.043110477983947,0.0477692545277531,0.0244399670789007,0.00122352296877095,36
Traditional Art,2010,2003,0.0131642077379962,0.0344343469122718,0.0326037421555614,0.0376073105684534,0.0400782871244933,0.037122785940817,0.0277886908142954,5.48401741617804e-05,49
Traditional Art,2010,2002,0.0038223996057695,0.0253553510539858,0.0271388148602367,0.0267370492611452,0.0412257473607458,0.0534534949405431,0.0303531088346665,0.00948321688180013,64
Traditional Art,2010,2001,0.0219416267353762,0.0689595535134754,0.069371893201286,0.0601919809959305,0.07662631089939,0.152028963459257,0.145794480005603,0.0230838478661987,81
Traditional Art,2008,2009,0.000554076864506617,0.000209239746733944,0.000195076588509711,0.00166970603269517,0.00056330561807027,0.000409506233606663,0.00127428834324471,0.000254139714233298,1
Traditional Art,2008,2004,0.00788427204527991,0.0192136034335149,0.0195496728926355,0.019826980648183,0.0241736719968449,0.0327743393519602,0.0117089662198803,0.0023219492792827,16
Traditional Art,2008,2003,0.00689077892865559,0.0180760997926684,0.0176645168790473,0.0186716192994203,0.0219169788117997,0.0240708404296642,0.014059913610339,0.000424901166443154,25
Traditional Art,2008,2002,0.000906063713953443,0.0116890875158628,0.0137080749997268,0.0112854005087247,0.022767630397378,0.0375100744115086,0.0159003374569778,0.007085278113935,36
Traditional Art,2008,2001,0.0135495180697074,0.044725464365979,0.0465387032583926,0.0353660485410284,0.0504733724706749,0.124174466289265,0.111359385821047,0.0192448974974456,49
Traditional Art,2009,2004,0.0126185368164557,0.0234329551568775,0.0236504803957762,0.033004115446402,0.0321172662936081,0.0405108630598105,0.0207086928459513,0.0010397302771986,25
Traditional Art,2009,2003,0.0113528072681924,0.0221749351700845,0.0215722387188228,0.0315084405163391,0.0295076473195502,0.0307595692916219,0.023799751911072,2.18217056145612e-05,36
Traditional Art,2009,2002,0.00287722059267315,0.0150261518813182,0.0171737016985281,0.0216368808556482,0.0304933752963052,0.0457581032851445,0.0261772064691383,0.0100231842525345,49
Traditional Art,2009,2001,0.0195835491265916,0.0510529864979893,0.0527599266971917,0.0524046718552428,0.0617009988408015,0.138845840282773,0.136458364488629,0.0239221097864621,64
Traditional Art,2004,2003,3.34397082151732e-05,1.73535261189624e-05,4.77787643329931e-05,1.73403777895012e-05,5.52793228731224e-05,0.000670242568354703,0.000107464941878115,0.000760296688900675,1
Traditional Art,2004,2002,0.00344481321745482,0.000930070641540901,0.000517046480671464,0.00119546838212566,2.10624386723201e-05,0.000159727443170396,0.000320000705294282,0.0175193556984577,4
Traditional Art,2004,2001,0.00076225543136896,0.005310155624434,0.0057620493757634,0.00223259263415002,0.0047864189140458,0.02935983908043,0.0508491499726335,0.0349363158572959,9
Traditional Art,2003,2002,0.00279944942288745,0.000693337527550942,0.000250476127307554,0.000924851309020326,8.09757211183514e-06,0.00148435867813617,5.65809901944852e-05,0.0109803625234851,1
Traditional Art,2003,2001,0.00111500438912388,0.00593463327072731,0.00685921576952542,0.00264345048157064,0.00587046448161314,0.0389021082384086,0.0462813605058786,0.0253889522357885,4
Traditional Art,2002,2001,0.00744794975436067,0.0106849174130848,0.00973119513148109,0.00669547216536175,0.00544250467461149,0.0251884825815779,0.0431014957882197,0.00297590824598684,1
